11/11/17,TX A&M Commerce,74,Newman,69
11/11/17,NM Highlands,85,W New Mexico,81
11/11/17,Tampa,90,North Alabama,81
11/11/17,Queens NC,81,North Georgia,70
11/11/17,Simon Fraser,80,Notre Dame CA,51
11/11/17,Univ Sciences,79,NYIT,67
11/11/17,Pittsburg St,72,St Cloud,62
11/11/17,S Dakota Tech,93,Texas A&M Intl,66
11/11/17,West Liberty,107,Seton Hill,69
11/11/17,Shippensburg,78,Virginia Union,72
11/11/17,SW Baptist,74,SW Oklahoma,63
11/11/17,Truman St,84,Trevecca Naz,73
11/11/17,W Texas A&M,83,Western St CO,63
11/11/17,Ouachita,81,Ark Little Rock,79
11/11/17,Davenport,71,Rockhurst,51
11/11/17,Edinboro,86,Thiel,77
11/11/17,McKendree,88,Principia,63
11/11/17,West Chester,82,Wesley DE,69
11/11/17,AL Huntsville,82,St Leo,80
11/11/17,Charleston WV,77,Cheyney St,41
11/11/17,Francis Marion,78,Lenoir Rhyne,70
11/11/17,West Florida,77,Albany GA,68
11/11/17,AK Fairbanks,97,Hawaii Pacific,90
11/11/17,Montevallo,61,Claflin,52
11/11/17,Newberry,81,North Greenville,69
11/11/17,C Missouri,76,Bemidji St,62
11/11/17,Colorado Mines,67,St Mary's TX,53
11/11/17,St Rose,74,Caldwell,56
11/11/17,Salem WV,92,Kentucky St,77
11/11/17,Grand Valley St,59,Quincy,57
11/11/17,Lee TN,81,Tuskegee,45
11/11/17,Permian Basin,125,Adams St                1,15
11/11/17,Benedict,86,Auburn M'gomery,75
11/11/17,Pitt-Johnstown,80,Urbana,69
11/11/17,S Francisco St,92,Dominican CA,88
11/11/17,Wm Jewell,113,Purdue Northwest,72
11/11/17,Maryville MO,79,Cedarville,70
11/11/17,Notre Dame OH,99,St Augustine's,95
11/11/17,Virginia St,69,Indiana PA,64
11/11/17,Mercy,89,St Michael's,82
11/11/17,Merrimack,61,T Jefferson,56
11/11/17,Embry-Riddle FL,99,Paine,67
11/11/17,Ald-Broaddus,71,Wayne St MI,58
11/11/17,Point Loma,85,St Martin's,77
11/11/17,Spring Hill,73,Shorter,70
11/11/17,JC Smith,79,UVA-Wise,58
11/11/17,Morehouse,85,Rollins,82
11/11/17,WV State,69,Eliz. City St,61
11/11/17,W Illinois,109,St Mary's MN,68
11/11/17,Oakland City,95,Earlham,83
11/11/17,Blackburn,79,Missouri S&T,74
11/11/17,CS Chico,80,Biola,58
11/11/17,Bluefield WV,76,Lincoln PA,67
11/11/17,Ohio Valley,100,Wright St-Lake,85
11/11/17,Chowan,92,Piedmont Bap,47
11/11/17,Westminster UT,76,J&W CO,66
11/12/17,Boston College,91,S Carolina St,52
11/12/17,Butler,85,Princeton,75
11/12/17,Clemson,87,NC A&T,63
11/12/17,East Carolina,76,Coppin St,50
11/12/17,E Michigan,97,MI Dearborn,73
11/12/17,Stetson,70,Florida Intl,64
11/12/17,Georgetown,73,Jacksonville,57
11/12/17,Harvard,70,Massachusetts,67
11/12/17,Indiana,86,Howard,77
11/12/17,Kentucky,73,Vermont,69
11/12/17,Louisville,72,George Mason,61
11/12/17,Maryland,96,MD E Shore,43
11/12/17,Mercer,110,Toccoa Falls,43
11/12/17,Miami FL,89,Navy,55
11/12/17,NC State,78,Charleston So,56
11/12/17,Northeastern,83,Wentworth Tech,49
11/12/17,Ohio St,82,Radford,72
11/12/17,Penn St,81,F Dickinson,57
11/12/17,Purdue,111,Chicago St,42
11/12/17,Rutgers,71,Central Conn,67
11/12/17,Seton Hall,75,Monmouth NJ,65
11/12/17,Virginia Tech,132,Citadel,93
11/12/17,Hampton,85,Bluefield VA,68
11/12/17,IPFW,114,Defiance,59
11/12/17,SC Upstate,85,Allen,66
11/12/17,N Kentucky,93,Wilmington OH,65
11/12/17,Arkansas,101,Bucknell,73
11/12/17,Creighton,109,Alcorn St,72
11/12/17,Illinois,77,TN Martin,74
11/12/17,Iowa,92,Alabama St,58
11/12/17,Loyola-Chicago,96,Eureka,69
11/12/17,Missouri KC,110,Haskell,59
11/12/17,Le Tourneau,99,Northwestern LA,84
11/12/17,Oklahoma,108,NE Omaha,89
11/12/17,SMU,83,ULM,65
11/12/17,UT San Antonio,92,East Central OK,59
11/12/17,Wisconsin,89,Yale,61
11/12/17,Cent Arkansas,99,Univ Ozarks,51
11/12/17,Lipscomb,77,Morehead St,70
11/12/17,Air Force,65,Texas St,57
11/12/17,Arizona,103,UMBC,78
11/12/17,Boise St,90,Southern Utah,69
11/12/17,UC Irvine,83,Denver,69
11/12/17,California,85,Cal Poly,82
11/12/17,San Diego,81,San Jose St,64
11/12/17,Seattle,121,Puget Sound,70
11/12/17,Stanford,89,Pacific,80
11/12/17,Washington,79,E Washington,69
11/12/17,Washington St,86,TX Southern,84
11/12/17,Hawaii,81,North Dakota,78
11/12/17,Troy,81,Ark Pine Bluff,57
11/12/17,Bridgeport,104,Adelphi,90
11/12/17,Lake Superior,79,Ald-Broaddus,63
11/12/17,Tampa,102,AL Huntsville,96
11/12/17,American Intl,69,T Jefferson,64
11/12/17,Ashland,64,OH Dominican,56
11/12/17,Bentley,112,Concordia NY,65
11/12/17,Le Moyne,70,Caldwell,66
11/12/17,California PA,105,Glenville St,94
11/12/17,Truman St,75,Cedarville,65
11/12/17,Franklin Pierce,91,Dist Columbia,56
11/12/17,E New Mexico,66,NM Highlands,61
11/12/17,Ft Lewis,75,W New Mexico,62
11/12/17,S New Hampshire,74,Goldey Beacom,71
11/12/17,Lake Erie,83,Tiffin,71
11/12/17,Michigan Tech,87,Lewis,80
11/12/17,Maryville MO,86,Trevecca Naz,66
11/12/17,MO Western,77,Upper Iowa,65
11/12/17,N Michigan,83,WI Parkside,68
11/12/17,NW Missouri,71,Northern St SD,60
11/12/17,Post,87,Pace,84
11/12/17,Slippery Rock,67,WV Wesleyan,55
11/12/17,Washburn,84,Winona St,75
11/12/17,Appalachian St,95,Bridgewater VA,57
11/12/17,S Dakota St,78,Mary ND,54
11/12/17,Merrimack,85,Holy Family,69
11/12/17,West Florida,75,Fort Valley St,68
11/12/17,Valdosta St,100,Albany GA,76
11/12/17,St Rose,86,Molloy,75
11/12/17,Thomas Aquinas,86,St Michael's,66
11/12/17,Wayne St MI,90,KY Wesleyan,65
11/12/17,New Haven,73,Mercy,57
11/12/17,St Leo,82,North Alabama,77
11/12/17,St Anselm,71,Georgian Court,48
11/12/17,West Georgia,87,Tuskegee,72
11/12/17,Lee TN,79,Miles,70
11/12/17,Wofford,103,Wash & Lee,66
11/12/17,Hartford,80,Gordon,63
11/12/17,MA Lowell,102,MA Boston,63
11/12/17,Chr Brothers,87,Central St OH,78
11/12/17,Wayne St NE,82,NE Kearney,72
11/12/17,ME Presque Isle,68,Unity,56
11/13/17,Albany NY,88,Boston Univ,74
11/13/17,South Dakota,88,Bowling Green,79
11/13/17,Cincinnati,102,W Carolina,51
11/13/17,Cornell,94,Binghamton,84
11/13/17,Detroit,105,MI Dearborn,82
11/13/17,Florida,116,Gardner Webb,74
11/13/17,Fordham,81,Long Island,68
11/13/17,Ga Southern,77,CS Bakersfield,53
11/13/17,Hofstra,75,Kennesaw,57
11/13/17,Old Dominion,69,James Madison,53
11/13/17,Marshall,83,Southern Univ,74
11/13/17,Michigan,72,C Michigan,65
11/13/17,UNC Asheville,92,Lees-McRae,60
11/13/17,Notre Dame,88,Mt St Mary's,62
11/13/17,Oakland,87,New Orleans,68
11/13/17,La Salle,75,Penn,71
11/13/17,Montana,83,Pittsburgh,78
11/13/17,Minnesota,86,Providence,74
11/13/17,Jacksonville St,94,Richmond,61
11/13/17,FL Gulf Coast,86,Siena,53
11/13/17,South Carolina,78,W Michigan,60
11/13/17,Morgan St,63,South Florida,53
11/13/17,VA Commonwealth,95,North Florida,85
11/13/17,Virginia,93,Austin Peay,49
11/13/17,Xavier,101,Rider,75
11/13/17,Lynchburg,83,Norfolk St,80
11/13/17,ETSU,76,Savannah St,61
11/13/17,IUPUI,75,Anderson IN,43
11/13/17,Brown,79,Quinnipiac,72
11/13/17,Arkansas St,83,Abilene Chr,69
11/13/17,UAB,89,Chattanooga,47
11/13/17,Belmont,69,Vanderbilt,60
11/13/17,Baylor,70,TAM C. Christi,46
11/13/17,DePaul,81,Delaware St,57
11/13/17,Evansville,68,NC Central,55
11/13/17,WI Milwaukee,74,Iowa St,56
11/13/17,Louisiana Tech,96,SE Missouri St,95
11/13/17,McNeese St,101,Ecclesia,54
11/13/17,Mississippi,85,E Kentucky,75
11/13/17,Missouri,99,Wagner,55
11/13/17,MTSU,72,Murray St,67
11/13/17,Nebraska,86,North Texas,67
